"HID,A,10","HDBK,A,4","HFYEAR,A,5","HMONTH,I,4","HDOCNO,I,4","HORDERNO,I,4","HDBTYPE,A,3","HYEAR,I,4","HCUSSUP,A,10","HDOCDATE,D,4","HDUEDATE,D,4","HREM,A,40","HAMOUNT,$,8","HCURRENCY,A,3","HCURAMN,$,8","HBASE,$,8","HVATCODE,A,10","HTAX,$,8","HTAXND,$,8","HSTATUS,A,1","HMATCHNO,I,4","HCLASS,A,1","HTEMP,L,1","HISCOST,L,1","HORIGIN,A,1","COST_DEP,A,8","COST_PROD,A,10","COST_PROJ,A,8","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","CNTRPRTACC,A,10","HTYPE,A,3","HDISCADV,L,1","HMFYEAR,A,5","HMYEAR,I,4","HMMONTH,I,4","HMDATE,D,4","CHKDIGIT,A,10"
707000,VEN,2007,1,700074,2,SAL,2007,EMMER,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-300.000000,,,300.000000,NSS  21,63.000000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700075,2,SAL,2007,ENVEMAT,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-315.000000,,,315.000000,NSS  21,66.150000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700076,2,SAL,2007,ETCM,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700077,2,SAL,2007,EURODIES,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-315.000000,,,315.000000,NSS  21,66.150000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700078,2,SAL,2007,EUROFIT,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700079,2,SAL,2007,FABIOLA,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700080,2,SAL,2007,FETTWEIS,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700081,2,SAL,2007,FIDU2000,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-314.600000,,,314.600000,NSS  0,0.000000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700082,2,SAL,2007,FIGESCO,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700083,2,SAL,2007,FISSETTE,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700084,2,SAL,2007,FLEXPOIN,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700085,2,SAL,2007,FN,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-1470.000000,,,1470.000000,NSS  21,308.700000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700086,2,SAL,2007,FORMALIA,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700087,2,SAL,2007,FUSEAU,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-300.000000,,,300.000000,NSS  21,63.000000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700088,2,SAL,2007,GANTOIS,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700089,2,SAL,2007,GBINNOBM,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-546.000000,,,546.000000,NSS  21,114.660000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700090,2,SAL,2007,GECCO,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-546.000000,,,546.000000,NSS  21,114.660000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700091,2,SAL,2007,GEMACOSA,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-300.000000,,,300.000000,NSS  21,63.000000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700092,2,SAL,2007,GESFICO,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700093,2,SAL,2007,GLCOGES,2007-01-12,2007-01-31,COTISAT  09/01/2007 Cotisation 2007,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700094,2,SAL,2007,GONIN,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700095,2,SAL,2007,GOSIN,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-300.000000,,,300.000000,NSS  21,63.000000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700096,2,SAL,2007,GWEB,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700097,2,SAL,2007,HALLUT,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700098,2,SAL,2007,HARDYDEN,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700099,2,SAL,2007,HERCULE,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-260.000000,,,260.000000,NSS  21,54.600000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700100,2,SAL,2007,HESPERIA,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700101,2,SAL,2007,HOFFMAN,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700102,2,SAL,2007,HOLCIM,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-790.000000,,,790.000000,NSS  21,165.900000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700103,2,SAL,2007,ICOPAL,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-395.000000,,,395.000000,NSS  21,82.950000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700104,2,SAL,2007,IDEALVE,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700105,2,SAL,2007,IMA,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-315.000000,,,315.000000,NSS  21,66.150000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700106,2,SAL,2007,IMPRIMAT,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700107,2,SAL,2007,INDUCTO,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement  Coti,-790.000000,,,790.000000,NSS  21,165.900000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700108,2,SAL,2007,KILESSE,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-250.000000,,,250.000000,NSS  21,52.500000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700109,2,SAL,2007,LACROIX,2007-01-12,2007-01-31,COTISAT  10/01/2007 Renouvellement Cotis,-300.000000,,,300.000000,NSS  21,63.000000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
707000,VEN,2007,1,700110,2,SAL,2007,LIGNEBLE,2007-01-12,2007-01-31,COTISAT  11/01/2007 Cotisation 2007,-300.000000,,,300.000000,NSS  21,63.000000,0.000000,,,,,1,,MEMBER,COT,NFIN,,,SCHILS,2008-01-07 13:07:02,400000,,0,,,,,
