"AID,A,10","AISTITLE,L,1","HEADING1,A,40","HEADING2,A,40","ASECONDID,A,10","AFREE,A,40","ACAT,A,3","AINTCAT,A,10","ACATCOMM,A,1","ADBCD,A,1","AISCOST,L,1","AVATTYPE,A,1","AVATENAT1,A,3","AVATENAT2,A,3","AVATECMP,N,8","AVATNNAT1,A,3","AVATNNAT2,A,3","AVATNCMP,N,8","AVATINAT1,A,3","AVATINAT2,A,3","AVATICMP,N,8","AISSUMMARY,L,1","AISSTATUS,L,1","AISREADONL,L,1","AISSECRET,L,1","VTRAVFA,L,1","AISMATCH,L,1","DEPACC,A,10","PROVACC,A,10","HISINTRASTAT,L,1","AMATCHNO,I,4","ABALANCE,A,10","AREM,A,35","AVATCAS,L,1","ACCTSECONDID,L,1","AMEMO,M,11","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","PRCNDCHARGES,N,8","PRCPRIVATE,N,8","COSTRDEP,L,1","COST_DEP,A,8","COSTRPROD,L,1","COST_PROD,A,10","COSTRPROJ,L,1","COST_PROJ,A,8","TYPENDCHARGES,A,3","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","AFIXTYPE,A,10","ASLEEPING,L,1","DISCADVNOT,L,1"
451600,0,Ventes CEE taxées à la destination,,,,,VATDEF,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,2004-02-12 14:41:23,2004-02-12 14:41:25,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
453000,0,PRECOMPTE PROFESSIONNEL,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,265,LIABILIT,,0,0,,2000-06-06 14:19:58,2004-02-12 10:21:00,NEURAY,,,0,,0,,0,,,,,SCHILS,2008-07-31 16:32:09,M,,,0,0
453001,0,PRECOMPTE PROFESSIONNEL (v),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 10:37:19,SCHILS,2007-03-02 10:25:59,A,000,,0,0
454000,0,ONSS,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,399,LIABILIT,,0,0,,2000-06-06 14:21:27,2004-02-12 10:21:08,NEURAY,,,0,,0,,0,,,,,SCHILS,2008-06-16 12:02:44,M,,,0,0
454001,0,ONSS (v),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 10:37:50,SCHILS,2007-03-02 10:25:59,A,000,,0,0
455000,0,REMUNERATIONS A PAYER,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,462,LIABILIT,,0,0,,2000-06-06 14:21:05,2004-02-12 10:21:44,NEURAY,,,0,,0,,0,,,,,SCHILS,2008-07-31 14:33:08,M,,,0,0
456000,0,PROV PR PECULES DE VACANCES,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,268,LIABILIT,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,NEURAY,2007-05-14 16:52:20,M,,,0,0
456001,0,PROVISION PV (v),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 10:38:19,SCHILS,2007-03-02 10:25:59,A,000,,0,0
456002,0,PROVISION PV (L),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-04 17:14:36,SCHILS,2007-03-02 10:25:59,A,000,,0,0
459000,0,Prov Primes fin d'année,,,,,,,,0,,,,,,,,,,,1,0,0,0,0,1,,,0,107,LIABILIT,,0,0,,,,,,,0,,0,,0,,,SCHILS,2006-05-19 10:14:07,SCHILS,2008-06-16 12:03:31,A,000,,0,0
46,1,AVANCES ET ACOMPTES RECUS,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,LIABILIT,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
460000,0,ACOMPTES PROJET OSONS LES LANGUES,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,30,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:33:36,SCHILS,2007-03-02 10:25:59,A,000,,0,0
460001,0,AVANCE ET ACPTES RECUS (v),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,5,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 10:35:49,SCHILS,2007-03-02 10:25:59,A,000,,0,0
462000,0,AVANCE FEDER,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,,LIABILIT,,0,0,,2003-01-16 10:33:18,2004-02-12 10:21:59,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
462100,0,AVANCE SIE INTENDANCE,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,3,LIABILIT,,0,0,,2003-01-29 15:38:54,2004-02-12 10:22:52,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
462200,0,AVANCE SIE TRADUCTIONS,,,,,,,C,0,,,,,,,,,,,1,0,0,0,0,1,,,0,3,LIABILIT,,0,0,,2004-02-12 10:23:19,2004-02-12 10:23:32,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
462300,0,AVANCE PLATO 400 (2007),,,,,,,C,0,,,,,,,,,,,1,0,0,0,0,1,,,0,271,LIABILIT,,0,0,,2004-02-12 10:23:54,2004-02-12 10:24:04,SCHILS,,,0,,0,,0,,,,,NEURAY,2007-05-14 16:52:20,M,,,0,0
462301,0,Avances plato à ventiler,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,5,LIABILIT,,0,0,,,,,,,0,,0,,0,,,SCHILS,2006-07-12 14:54:11,SCHILS,2007-03-02 10:25:59,A,000,,0,0
462400,0,AVANCE IREG,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,LIABILIT,,0,0,,2004-02-12 10:24:10,2004-02-12 10:24:23,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
463000,0,CREDITEURS DIVERS,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,1027,LIABILIT,AVANCE CLIENTS (2ème PAYT),0,0,,1998-12-26 14:06:24,2004-02-12 10:24:49,NEURAY,,,0,,0,,0,,,,,SCHILS,2008-07-29 14:20:13,M,,,0,0
463002,0,VERSEMENTS CLIENTS NON JUSTIFIES (L),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,4,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-04 17:11:02,SCHILS,2007-03-02 10:25:59,A,000,,0,0
464000,0,AVANCE JEUNES ENTREPRISES (L),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 11:30:41,SCHILS,2007-03-02 10:25:59,A,000,,0,0
469000,0,CAUTIONS CARNETS ATA,,,,031,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,304,LIABILIT,500 F par CARNET ATA,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-08-21 10:32:15,M,,,0,0
469002,0,CAUTIONS CARNETS ATA (L),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-04 17:13:16,SCHILS,2007-03-02 10:25:59,A,000,,0,0
47,1,DETTES DESTINATION DU RESULTAT,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,LIABILIT,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
48,1,DETTES DIVERSES,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,LIABILIT,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
481000,0,C/C CCILg,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,317,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 11:42:37,SCHILS,2008-04-14 11:10:12,A,000,,0,0
482000,0,C/C CCIAV,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,315,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-09-01 16:47:54,SCHILS,2008-02-21 15:23:31,A,000,,0,0
483000,0,AVANCE ENERGY,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,1,LIABILIT,,0,0,,,,,,,0,,0,,0,,,SCHILS,2007-01-31 14:47:15,SCHILS,2007-03-02 10:25:59,A,000,,0,0
488000,0,CAUTIONS RECUES EN NUMERAIRE,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,4,LIABILIT,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 11:33:16,SCHILS,2007-03-02 10:25:59,A,000,,0,0
488002,0,CAUTIONS RECUES EN NUMERAIRE (L),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-04 17:15:51,SCHILS,2007-03-02 10:25:59,A,000,,0,0
49,1,CPTES REGULARISATION/D'ATTENTE,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,ASSETS,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
490000,0,CHARGES A REPORTER,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,413,ASSETS,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2008-07-31 15:32:05,M,,,0,0
490001,0,CHARGES A REPORTER (v),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,3,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 09:57:42,SCHILS,2007-03-02 10:25:59,A,000,,0,0
490002,0,CHARGES A REPORTER (L),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,10,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-04 17:02:35,SCHILS,2007-03-02 10:25:59,A,000,,0,0
490100,0,PRODUITS ACQUIS,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,12,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:24:28,SCHILS,2008-06-16 11:55:18,A,000,,0,0
491000,0,PRODUITS A RECEVOIR HORS PROJETS,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,1,,,0,3,ASSETS,,0,0,,2001-02-23 12:27:58,2004-02-13 13:55:12,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
491100,0,APE EX ACS A RECEVOIR,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-15 10:01:22,SCHILS,2007-03-02 10:25:59,A,000,,0,0
492000,0,Charges à imputer,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,349,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 18:54:37,SCHILS,2008-06-16 11:55:27,A,000,,0,0
492001,0,CHARGES A IMPUTER (v),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 10:38:52,SCHILS,2007-03-02 10:25:59,A,000,,0,0
492002,0,CHARGES A IMPUTER (L),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,5,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-04 16:50:01,SCHILS,2007-03-02 10:25:59,A,000,,0,0
493000,0,PRODUITS A REPORTER,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,258,ASSETS,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2008-07-31 15:32:12,M,,,0,0
493010,0,PLATO REPORT,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-16 09:52:47,SCHILS,2007-03-02 10:25:59,A,000,,0,0
493100,0,COTISATIONS AN+1,,,,,,,C,0,,,,,,,,,,,0,0,0,0,0,1,,,0,334,ASSETS,COTISATIONS à REPORTER AN+1,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,NEURAY,2007-05-14 16:52:21,M,,,0,0
493200,0,PUB A REPORTER,,,,,,,C,0,,,,,,,,,,,1,0,0,0,0,1,,,0,3,,,0,0,,2002-01-08 14:58:02,2004-02-12 10:57:47,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
493300,0,ABTS DIVERS A REPORTER,,,,,,,C,0,,,,,,,,,,,1,0,0,0,0,0,,,0,,,,0,0,,2004-02-12 10:57:53,2004-02-12 10:58:08,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
493340,0,REPORT PLATO ( 2007) + PROVPLATO,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,328,,,0,0,,2004-06-29 09:48:46,2004-06-29 09:48:53,SCHILS,,,0,,0,,0,,,,,SCHILS,2008-01-22 12:24:13,M,,,0,0
499000,0,COMPTES D'ATTENTE COMPTABIL.,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,10,ASSETS,COMPTABILITE,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
499001,0,COMPTES REGUL CCILV (v),,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,5,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 10:00:44,SCHILS,2007-03-02 10:25:59,A,000,,0,0
5,1,COMPTES FINANCIERS,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,ASSETS,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
51,1,ACTIONS ET PARTS,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,ASSETS,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
510000,0,ING LIQ SICAV,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,1,ASSETS,,0,0,,,,,,,0,,0,,0,,,SCHILS,2008-03-18 13:51:12,SCHILS,2008-03-18 13:51:12,A,000,,0,0
53,1,PLACEMENTS A TERMES,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,1,ASSETS,,0,0,,,,,,,0,,0,,0,,,SCHILS,2005-02-18 09:56:30,SCHILS,2007-03-02 10:25:59,A,000,,0,0
530000,0,Placements à Terme,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,384,ASSETS,,0,0,,,,,,,0,,0,,0,,,SCHILS,2005-02-18 09:57:29,SCHILS,2007-08-28 14:14:04,A,000,,0,0
55,1,ETABLISSEMENTS DE CREDIT,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,ASSETS,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
550000,0,ING,,,,,FINANC,,,0,,,,,,,,,,,1,0,0,0,0,1,,,0,2,ASSETS,,1,0,,1998-12-26 14:06:24,2004-02-13 14:37:55,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
550001,0,ING00,,,,,FINANC,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,2004-03-22 09:13:04,2004-03-22 09:13:27,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
550100,0,FORTIS,,,,,FINANC,,,0,,,,,,,,,,,1,0,0,0,0,0,,,0,,ASSETS,,0,0,,2004-02-12 12:19:39,2004-02-12 12:19:53,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
550101,0,GENERALE DE BANQUE,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,32,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:17:19,SCHILS,2007-03-02 10:25:59,A,000,,0,0
550110,0,FORTIS FEDER,,,,,FINANC,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,ASSETS,,0,0,,2004-02-12 14:24:23,2004-02-13 14:04:18,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
550120,0,FORTIS IREG,,,,,FINANC,,,0,,,,,,,,,,,0,0,0,0,0,0,,,0,,ASSETS,,0,0,,2004-02-12 12:20:06,2004-02-13 14:04:23,SCHILS,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
550150,0,FEDER 2000/2006,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,34,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:17:53,SCHILS,2007-03-02 10:25:59,A,000,,0,0
550200,0,CBC -  732-0138832-76,,,,,FINANC,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,36,ASSETS,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:18:16,SCHILS,2007-11-07 08:23:29,A,000,,0,0
550201,0,CBC OPTIMUM,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,1,ASSETS,,0,0,,,,,,,0,,0,,0,,,SCHILS,2008-04-24 10:59:05,SCHILS,2008-05-16 08:40:36,A,000,,0,0
550300,0,CREDIT GENERAL CC,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,38,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:18:37,SCHILS,2007-03-02 10:25:59,A,000,,0,0
550500,0,NAGELMACKERS CC,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,40,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:19:44,SCHILS,2007-03-02 10:25:59,A,000,,0,0
550600,0,ING C/C Liege,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,4,ASSETS,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-10-07 08:53:02,SCHILS,2007-03-02 10:25:59,A,000,,0,0
550650,0,ING C/C Verviers,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,2,ASSETS,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-10-07 08:53:14,SCHILS,2007-03-02 10:25:59,A,000,,0,0
550700,0,CGER CC,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,42,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:20:01,SCHILS,2007-03-02 10:25:59,A,000,,0,0
550801,0,BACOB,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,44,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:20:17,SCHILS,2007-03-02 10:25:59,A,000,,0,0
550870,0,PETERCAM,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,46,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:20:38,SCHILS,2007-03-02 10:25:59,A,000,,0,0
551200,0,LIVRET ING,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,48,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 11:22:44,SCHILS,2007-03-02 10:25:59,A,000,,0,0
560000,0,CCP,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,50,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:20:53,SCHILS,2007-03-02 10:25:59,A,000,,0,0
561000,0,ING FEDER,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,52,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 11:23:31,SCHILS,2007-03-02 10:25:59,A,000,,0,0
562000,0,CCP,,,,,FINANC,,,0,,,,,,,,,,,1,0,0,0,0,1,,,0,1,ASSETS,,0,0,,1998-12-26 14:06:24,2004-02-12 12:19:35,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
570000,0,Caisse Chantale Cool,,,,,FINANC,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,1,ASSETS,,0,0,,1998-12-26 14:06:24,2002-03-12 11:16:02,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
570001,0,CAISSE,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,54,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-08-30 12:23:29,SCHILS,2007-03-02 10:25:59,A,000,,0,0
571000,0,Caisse S Hohlstamm,,,,,FINANC,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,1,ASSETS,,0,0,,1998-12-26 14:06:24,2004-02-12 12:20:40,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
573000,0,Caisse Patricia Schils,,,,,FINANC,,,0,,,,,,,,,,,1,0,0,0,0,1,,,0,1,ASSETS,,0,0,,1998-12-26 14:06:24,2002-03-12 11:16:13,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-11-07 08:23:29,M,,,0,0
580000,0,VIREMENTS INTERNES,,,,,DEFAULT,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,955,ASSETS,,0,0,,1998-12-26 14:06:24,2003-05-16 14:25:38,NEURAY,,,0,,0,,0,,,,,SCHILS,2008-08-04 08:49:35,M,,,0,0
580001,0,TRANSFERT COMPTES CCIAV,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,7,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-02 09:56:22,SCHILS,2007-03-02 10:25:59,A,000,,0,0
580002,0,TRANSFERT CCILG,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,1,,,0,9,,,0,0,,,,,,,0,,0,,0,,,SCHILS,2004-11-04 17:00:16,SCHILS,2007-03-02 10:25:59,A,000,,0,0
6,1,COMPTES DE CHARGES,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,1998-12-26 14:06:24,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
60,1,ACHAT DE MARCHANDISES,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2000-04-03 14:21:57,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:25:59,M,,,0,0
601000,0,BIENS & SERVICE - INFOS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,588,EXPENSE,,0,0,,2004-02-11 14:53:12,2004-03-12 14:14:35,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-07-29 09:54:12,M,,,0,0
601010,0,IMPRESSIONS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,533,EXPENSE,,0,0,,2004-02-12 12:21:22,2004-02-12 12:22:09,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601020,0,GRAPHISME,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,1,,,0,144,EXPENSE,,0,0,,2004-02-12 15:14:06,2004-02-13 14:04:37,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601030,0,MAILINGS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,154,EXPENSE,,0,0,,2004-02-12 12:23:39,2004-03-12 14:14:42,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601100,0,CATERING,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,554,EXPENSE,,0,0,,2004-02-12 12:24:05,2004-02-12 12:24:19,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601140,0,DEBOURS AMBASSADES,,,,,,,,1,,,,,,,,,,,0,0,1,0,0,1,,,0,3,EXPENSE,,0,0,,2004-03-04 16:06:04,2004-03-04 16:06:32,SCHILS,,,1,RI,1,AMB,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601200,0,LOCATION SALLE & MATERIEL,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,EXPENSE,,0,0,,2004-02-12 12:24:19,2004-02-12 14:11:22,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601300,0,ORATEURS/FORMATEURS,,,,,,,D,1,,,,,,,,,,,0,0,1,0,0,1,,,0,354,EXPENSE,,0,0,,2004-02-12 12:24:38,2004-02-12 12:24:57,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601800,0,FRAIS ADMINISTRATIFS,,,,,,,,1,,,,,,,,,,,0,0,1,0,0,1,,,0,2,,,0,0,,2004-03-08 15:16:11,2004-05-17 10:11:20,SCHILS,,,1,,1,,1,,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
601850,0,ACHAT PR REVENTE,,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,,,0,,,,0,0,,2004-03-24 11:47:35,2004-05-17 10:13:08,SCHILS,,,1,,1,NFIN,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
61,1,BIENS ET SERVICES DIVERS,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2000-04-26 12:50:37,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
610,1,LOYERS ET CHARGES LOCATIVES,,,,,,,,0,,,,,,,,,,,0,0,1,0,0,0,,,0,,EXPENSE,,0,0,,1998-12-26 14:06:24,2000-04-26 12:50:47,NEURAY,,,0,,0,,0,,,,,SCHILS,2007-03-02 10:26:00,M,,,0,0
610100,0,LOYER VERVIERS,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,562,EXPENSE,,0,0,,2004-02-12 12:25:31,2004-02-12 12:26:12,SCHILS,,,1,ADM,1,SITEVERVI,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
610200,0,LOYER LIEGE,,,,,,,D,1,,,,,,,,,,,0,0,0,0,0,1,,,0,145,EXPENSE,,0,0,,2004-02-12 12:25:43,2004-02-12 12:26:09,SCHILS,,,1,ADM,1,SITELIEGE,1,NFIN,,,,SCHILS,2008-05-19 16:34:45,M,,,0,0
